car_name,location,km_driven,fuel_type,transmission_type,owner_type,mileage,engine,max_power,seats,price_inr,vehicle_age,brand,model,seller_type
Maruti Esteem LX BSII,Jaipur,55000,Petrol,Manual,Third,15.9,1298.0,97.7,5.0,70000.0,21,Maruti,Esteem LX BSII,Unknown
Maruti Swift VDI BSIV,Delhi,24000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,521000.0,10,Maruti,Swift VDI BSIV,Unknown
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,147000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,750000.0,15,Toyota,Innova 2.5 GX (Diesel) 7 Seater,Unknown
Toyota Etios Liva GD,Delhi,72351,Diesel,Manual,First,23.59,1364.0,97.7,5.0,265000.0,12,Toyota,Etios Liva GD,Unknown
Chevrolet Beat LT,Chennai,115000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,175000.0,14,Chevrolet,Beat LT,Unknown
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,82000,Diesel,Manual,Second,13.8,1399.0,68.0,5.0,100000.0,14,Ford,Ikon 1.4 TDCi DuraTorq,Unknown
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,20000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,3300000.0,8,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,Unknown
Toyota Etios G,Kolkata,45560,Petrol,Manual,First,17.6,1496.0,88.73,5.0,220000.00000000003,13,Toyota,Etios G,Unknown
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,57539,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1283000.0,7,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,Unknown
BMW 6 Series Gran Coupe,Kochi,20004,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,6894000.0,6,BMW,6 Series Gran Coupe,Unknown
Skoda Rapid 1.5 TDI Ambition,Mumbai,54500,Diesel,Manual,First,21.13,1498.0,108.4,5.0,409999.99999999994,12,Skoda,Rapid 1.5 TDI Ambition,Unknown
Hyundai EON Magna,Jaipur,27886,Petrol,Manual,First,22.0,814.0,55.0,5.0,285000.0,8,Hyundai,EON Magna,Unknown
Honda CR-V 2.4L 4WD AT,Mumbai,66000,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,370000.0,17,Honda,CR-V 2.4L 4WD AT,Unknown
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,72202,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,906000.0,11,Skoda,Laura Elegance 2.0 TDI CR AT,Unknown
Skoda Laura RS,Delhi,70000,Petrol,Manual,Second,13.4,1798.0,157.8,5.0,475000.0,13,Skoda,Laura RS,Unknown
Honda City i DTec S,Jaipur,78233,Diesel,Manual,First,26.0,1498.0,98.6,5.0,660000.0,9,Honda,City i DTec S,Unknown
Tata New Safari 4X4 EX,Chennai,120203,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,350000.0,17,Tata,New Safari 4X4 EX,Unknown
Maruti Zen Estilo LXI BS IV,Pune,20575,Petrol,Manual,First,19.0,998.0,67.1,5.0,200000.0,13,Maruti,Zen Estilo LXI BS IV,Unknown
Honda Amaze S i-VTEC,Mumbai,39879,Petrol,Manual,First,17.8,1198.0,86.7,5.0,389000.0,11,Honda,Amaze S i-VTEC,Unknown
Renault KWID 1.0 RXL,Jaipur,31056,Petrol,Manual,First,23.01,999.0,67.0,5.0,360000.0,7,Renault,KWID 1.0 RXL,Unknown
Maruti Ciaz AT ZXi,Mumbai,50940,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,695000.0,9,Maruti,Ciaz AT ZXi,Unknown
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,99362,Diesel,Manual,First,22.54,1396.0,88.73,5.0,703000.0,8,Hyundai,i20 Asta Option 1.4 CRDi,Unknown
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,54000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1650000.0,8,Toyota,Innova Crysta 2.4 ZX MT,Unknown
Maruti Ciaz ZDi Plus SHVS,Coimbatore,54268,Diesel,Manual,First,28.09,1248.0,88.5,5.0,767000.0,8,Maruti,Ciaz ZDi Plus SHVS,Unknown
Jaguar XF Diesel,Coimbatore,94521,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2319000.0,12,Jaguar,XF Diesel,Unknown
Hyundai Xcent 1.2 Kappa S,Kochi,38932,Petrol,Manual,First,19.1,1197.0,82.0,5.0,621000.0,7,Hyundai,Xcent 1.2 Kappa S,Unknown
Porsche Cayenne Diesel,Coimbatore,60395,Diesel,Automatic,First,16.12,2967.0,245.0,5.0,4582000.0,9,Porsche,Cayenne Diesel,Unknown
Hyundai Xcent 1.1 CRDi S,Mumbai,29000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,595000.0,8,Hyundai,Xcent 1.1 CRDi S,Unknown
Audi A4 2.0 TDI Multitronic,Delhi,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,1100000.0,13,Audi,A4 2.0 TDI Multitronic,Unknown
Maruti Ciaz RS ZXi Plus,Coimbatore,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,719000.0,8,Maruti,Ciaz RS ZXi Plus,Unknown
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,65000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,640000.0,13,Toyota,Innova 2.5 G4 Diesel 8-seater,Unknown
Mercedes-Benz New C-Class 220 CDI MT,Chennai,26000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,2600000.0,9,Mercedes-Benz,New C-Class 220 CDI MT,Unknown
Hyundai i10 Sportz,Hyderabad,19947,Petrol,Manual,First,20.36,1197.0,78.9,5.0,450000.0,8,Hyundai,i10 Sportz,Unknown
Hyundai i10 Sportz 1.2 AT,Chennai,70816,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,310000.0,13,Hyundai,i10 Sportz 1.2 AT,Unknown
Maruti Baleno Zeta 1.3,Delhi,54000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,595000.0,9,Maruti,Baleno Zeta 1.3,Unknown
Maruti Zen Estilo 1.1 VXI BSIII,Delhi,138000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,120000.0,16,Maruti,Zen Estilo 1.1 VXI BSIII,Unknown
BMW 7 Series 730Ld,Chennai,35000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,5200000.0,10,BMW,7 Series 730Ld,Unknown
Audi Q7 4.2 TDI Quattro Technology,Bangalore,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,4800000.0,9,Audi,Q7 4.2 TDI Quattro Technology,Unknown
BMW X5 xDrive 30d,Hyderabad,124652,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,2199000.0,13,BMW,X5 xDrive 30d,Unknown
Maruti Ritz LXI,Hyderabad,80264,Petrol,Manual,First,21.1,1197.0,85.8,5.0,430000.0,11,Maruti,Ritz LXI,Unknown
Nissan Sunny 2011-2014 Diesel XL,Pune,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,375000.0,11,Nissan,Sunny 2011-2014 Diesel XL,Unknown
Toyota Corolla Altis 1.8 Limited Edition,Mumbai,49000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,894999.9999999999,9,Toyota,Corolla Altis 1.8 Limited Edition,Unknown
Toyota Etios VXD,Pune,111000,Diesel,Manual,First,23.59,1364.0,67.1,5.0,475000.0,12,Toyota,Etios VXD,Unknown
Toyota Corolla Altis GL MT,Coimbatore,33690,Petrol,Manual,First,14.28,1798.0,138.03,5.0,1460000.0,8,Toyota,Corolla Altis GL MT,Unknown
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,1750000.0,12,Audi,A6 2011-2015 2.0 TDI Premium Plus,Unknown
Maruti Ertiga ZDI,Kolkata,38092,Diesel,Manual,First,20.77,1248.0,88.8,7.0,520000.0,12,Maruti,Ertiga ZDI,Unknown
Hyundai Grand i10 Sportz,Coimbatore,47774,Petrol,Manual,First,18.9,1197.0,82.0,5.0,604000.0,7,Hyundai,Grand i10 Sportz,Unknown
Tata Indigo CS LX (TDI) BS III,Chennai,167000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,270000.0,15,Tata,Indigo CS LX (TDI) BS III,Unknown
Maruti Swift Dzire AMT ZDI,Chennai,65000,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,675000.0,5,Maruti,Swift Dzire AMT ZDI,Unknown
Volkswagen Polo Petrol Highline 1.6L,Kolkata,46000,Petrol,Manual,First,15.26,1598.0,103.5,5.0,235000.0,13,Volkswagen,Polo Petrol Highline 1.6L,Unknown
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,500000.0,7,Tata,Tiago 1.2 Revotron XZ WO Alloy,Unknown
Honda City i VTEC VX,Kolkata,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,695000.0,8,Honda,City i VTEC VX,Unknown
Honda Amaze V Petrol,Jaipur,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,670000.0,6,Honda,Amaze V Petrol,Unknown
Audi A4 35 TDI Premium,Hyderabad,60000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2500000.0,9,Audi,A4 35 TDI Premium,Unknown
Volkswagen Vento Petrol Highline AT,Chennai,97320,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,375000.0,13,Volkswagen,Vento Petrol Highline AT,Unknown
Volkswagen Vento Diesel Trendline,Chennai,99807,Diesel,Manual,First,20.54,1598.0,103.6,5.0,375000.0,13,Volkswagen,Vento Diesel Trendline,Unknown
Honda City 1.5 S MT,Pune,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,509999.99999999994,11,Honda,City 1.5 S MT,Unknown
Maruti Wagon R LXI,Mumbai,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,245000.00000000003,14,Maruti,Wagon R LXI,Unknown
Skoda Superb 2.8 V6 AT,Kolkata,13002,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,325000.0,19,Skoda,Superb 2.8 V6 AT,Unknown
Honda City i DTEC SV,Kolkata,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,550000.0,10,Honda,City i DTEC SV,Unknown
Maruti Wagon R LXI CNG,Kochi,68365,CNG,Manual,First,26.6,998.0,58.16,5.0,377000.0,10,Maruti,Wagon R LXI CNG,Unknown
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,27833,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,4924000.0,8,Mercedes-Benz,M-Class ML 350 4Matic,Unknown
Maruti Alto 800 LXI,Kochi,51639,Petrol,Manual,First,22.74,796.0,47.3,5.0,304000.0,8,Maruti,Alto 800 LXI,Unknown
Hyundai i20 Magna 1.2,Delhi,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,490000.00000000006,9,Hyundai,i20 Magna 1.2,Unknown
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,90000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,625000.0,11,Ford,Ecosport 1.5 DV5 MT Trend,Unknown
BMW 3 Series GT 320d Luxury Line,Hyderabad,36255,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,3300000.0,9,BMW,3 Series GT 320d Luxury Line,Unknown
BMW X5 xDrive 30d,Chennai,58000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,2700000.0,13,BMW,X5 xDrive 30d,Unknown
Honda Amaze S i-Vtech,Coimbatore,48997,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,521000.0,10,Honda,Amaze S i-Vtech,Unknown
Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,31130,Petrol,Manual,First,15.85,1499.0,110.4,5.0,575000.0,10,Ford,EcoSport 1.5 Ti VCT MT Titanium,Unknown
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,75668,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,1657999.9999999998,12,Jaguar,XF 3.0 Litre S Premium Luxury,Unknown
Toyota Corolla 1.8 J,Delhi,12000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,1100000.0,9,Toyota,Corolla 1.8 J,Unknown
Hyundai i10 Sportz,Pune,90000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,280000.0,10,Hyundai,i10 Sportz,Unknown
Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,17320,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,3799000.0,5,Mercedes-Benz,New C-Class C220 CDI Executive Edition,Unknown
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,365000.0,13,Skoda,Laura Ambiente 2.0 TDI CR MT,Unknown
Ford Endeavour 4x2 XLT,Hyderabad,130000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,600000.0,17,Ford,Endeavour 4x2 XLT,Unknown
Ford Figo Petrol EXI,Coimbatore,60328,Petrol,Manual,First,15.6,1196.0,70.0,5.0,454000.0,11,Ford,Figo Petrol EXI,Unknown
Honda Amaze S i-Vtech,Kochi,34327,Petrol,Manual,First,18.0,1198.0,86.7,5.0,540000.0,9,Honda,Amaze S i-Vtech,Unknown
Tata Indica Vista TDI LS,Mumbai,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,330000.0,10,Tata,Indica Vista TDI LS,Unknown
Volvo XC60 D4 Summum,Hyderabad,86000,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,1825000.0,12,Volvo,XC60 D4 Summum,Unknown
Datsun Redi GO Sport,Bangalore,12000,Petrol,Manual,First,22.7,799.0,53.0,5.0,310000.0,7,Datsun,Redi GO Sport,Unknown
Hyundai EON Era Plus,Kochi,57759,Petrol,Manual,First,21.1,814.0,55.2,5.0,384000.0,11,Hyundai,EON Era Plus,Unknown
Maruti Alto 800 VXI,Kolkata,24300,Petrol,Manual,First,22.74,796.0,47.3,5.0,244000.0,8,Maruti,Alto 800 VXI,Unknown
Volkswagen Polo Petrol Trendline 1.2L,Bangalore,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,360000.0,13,Volkswagen,Polo Petrol Trendline 1.2L,Unknown
Hyundai i10 Asta,Mumbai,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,390000.0,9,Hyundai,i10 Asta,Unknown
Nissan Sunny 2011-2014 XL,Chennai,107000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,290000.0,11,Nissan,Sunny 2011-2014 XL,Unknown
Toyota Corolla Altis G,Chennai,86000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,350000.0,16,Toyota,Corolla Altis G,Unknown
Hyundai Verna CRDi ABS,Chennai,160000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,350000.0,15,Hyundai,Verna CRDi ABS,Unknown
Maruti Alto 800 2016-2019 LXI Optional,Jaipur,3000,Petrol,Manual,First,24.7,796.0,47.3,5.0,350000.0,5,Maruti,Alto 800 2016-2019 LXI Optional,Unknown
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,700000.0,9,Hyundai,i20 Sportz 1.4 CRDi,Unknown
Hyundai Verna 1.6 CRDi AT S,Chennai,33000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,869999.9999999999,8,Hyundai,Verna 1.6 CRDi AT S,Unknown
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,60000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4500000.0,10,Audi,Q7 3.0 TDI Quattro Technology,Unknown
Tata Indica V2 eLS,Hyderabad,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,180000.0,8,Tata,Indica V2 eLS,Unknown
Chevrolet Spark 1.0 LS,Kolkata,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,99000.0,17,Chevrolet,Spark 1.0 LS,Unknown
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,480000.0,6,Hyundai,Grand i10 1.2 Kappa Magna,Unknown
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,97000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,1795000.0,10,Toyota,Fortuner 4x4 MT TRD Sportivo,Unknown
Mahindra E Verito D4,Chennai,50000,Electric,Automatic,First,18.15,72.0,41.0,5.0,1300000.0,8,Mahindra,E Verito D4,Unknown
Hyundai Grand i10 1.2 Kappa Asta,Kochi,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,566000.0,7,Hyundai,Grand i10 1.2 Kappa Asta,Unknown
Honda City 1.5 S MT,Delhi,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,310000.0,15,Honda,City 1.5 S MT,Unknown
Hyundai Elite i20 Petrol Asta,Kochi,56911,Petrol,Manual,First,18.6,1197.0,81.86,5.0,654000.0,8,Hyundai,Elite i20 Petrol Asta,Unknown
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,147848,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1320000.0,9,Toyota,Innova 2.5 G4 Diesel 8-seater,Unknown
Ford Mustang V8,Kochi,21290,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,5680000.0,6,Ford,Mustang V8,Unknown
Toyota Innova Crysta 2.8 GX AT,Kochi,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1939999.9999999998,5,Toyota,Innova Crysta 2.8 GX AT,Unknown
Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,165000.0,17,Maruti,Zen Estilo 1.1 VXI BSIII,Unknown
Maruti Swift ZDi,Jaipur,92000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,434999.99999999994,11,Maruti,Swift ZDi,Unknown
Fiat Avventura MULTIJET Emotion,Hyderabad,57266,Diesel,Manual,First,20.5,1248.0,91.72,5.0,650000.0,9,Fiat,Avventura MULTIJET Emotion,Unknown
Maruti Zen Estilo VXI BSIII,Delhi,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,111000.00000000001,17,Maruti,Zen Estilo VXI BSIII,Unknown
Renault Duster 85PS Diesel RxL,Mumbai,41000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,550000.0,11,Renault,Duster 85PS Diesel RxL,Unknown
Mitsubishi Pajero 2.8 SFX,Delhi,45999,Diesel,Manual,First,10.5,2835.0,107.2,6.0,1100000.0,12,Mitsubishi,Pajero 2.8 SFX,Unknown
Maruti Celerio VXI AT,Pune,50000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,390000.0,9,Maruti,Celerio VXI AT,Unknown
Tata Indica V2 DLS BSIII,Pune,70000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,180000.0,11,Tata,Indica V2 DLS BSIII,Unknown
Hyundai Elite i20 Petrol Asta,Kochi,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,622000.0,8,Hyundai,Elite i20 Petrol Asta,Unknown
Maruti Celerio VXI AT,Hyderabad,44000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,430000.0,10,Maruti,Celerio VXI AT,Unknown
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,599000.0,7,Hyundai,Grand i10 1.2 Kappa Asta,Unknown
Hyundai i20 1.2 Magna Executive,Delhi,17431,Petrol,Manual,First,18.6,1197.0,81.83,5.0,600000.0,7,Hyundai,i20 1.2 Magna Executive,Unknown
Hyundai Verna 1.6 SX VTVT (O),Delhi,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,585000.0,10,Hyundai,Verna 1.6 SX VTVT (O),Unknown
Land Rover Freelander 2 SE,Kochi,61730,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,1994000.0000000002,10,Land,Rover Freelander 2 SE,Unknown
Maruti Swift VXI BSIII,Chennai,68000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,290000.0,15,Maruti,Swift VXI BSIII,Unknown
Honda Amaze SX i-VTEC,Mumbai,29000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,425000.0,10,Honda,Amaze SX i-VTEC,Unknown
Toyota Corolla Altis Diesel D4DG,Hyderabad,156210,Diesel,Manual,First,21.43,1364.0,87.2,5.0,599000.0,14,Toyota,Corolla Altis Diesel D4DG,Unknown
Honda Amaze S Diesel,Kolkata,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,330000.0,11,Honda,Amaze S Diesel,Unknown
Audi A6 3.0 TDI quattro,Coimbatore,52830,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,808000.0,15,Audi,A6 3.0 TDI quattro,Unknown
Maruti Wagon R VXI,Jaipur,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,450000.0,7,Maruti,Wagon R VXI,Unknown
Honda Mobilio E i DTEC,Hyderabad,58972,Diesel,Manual,First,24.2,1498.0,98.6,7.0,650000.0,10,Honda,Mobilio E i DTEC,Unknown
Honda CR-V 2.4 4WD AT,Bangalore,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,390000.0,18,Honda,CR-V 2.4 4WD AT,Unknown
Hyundai Verna 1.6 SX VTVT (O),Delhi,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,525000.0,11,Hyundai,Verna 1.6 SX VTVT (O),Unknown
Hyundai Santa Fe 4x4 AT,Bangalore,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,1700000.0,10,Hyundai,Santa Fe 4x4 AT,Unknown
Hyundai i10 Sportz AT,Ahmedabad,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,350000.0,12,Hyundai,i10 Sportz AT,Unknown
Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,300000.0,16,Ford,Fusion Plus 1.4 TDCi Diesel,Unknown
Hyundai i10 Sportz,Coimbatore,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,487000.0,9,Hyundai,i10 Sportz,Unknown
Hyundai Xcent 1.1 CRDi SX Option,Jaipur,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,600000.0,10,Hyundai,Xcent 1.1 CRDi SX Option,Unknown
Skoda Superb Style 2.0 TDI AT,Mumbai,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,1550000.0,9,Skoda,Superb Style 2.0 TDI AT,Unknown
Ford Fiesta 1.4 Duratec EXI,Pune,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,160000.0,16,Ford,Fiesta 1.4 Duratec EXI,Unknown
Maruti Baleno Zeta Automatic,Pune,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,725000.0,7,Maruti,Baleno Zeta Automatic,Unknown
Skoda Laura 1.9 TDI MT Ambiente,Mumbai,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,325000.0,14,Skoda,Laura 1.9 TDI MT Ambiente,Unknown
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,340000.0,12,Volkswagen,Vento 1.5 TDI Comfortline,Unknown
Audi Q7 3.0 TDI Quattro Technology,Coimbatore,102865,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,3050000.0,10,Audi,Q7 3.0 TDI Quattro Technology,Unknown
Hyundai Verna VTVT 1.6 SX Option,Kochi,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,797000.0,8,Hyundai,Verna VTVT 1.6 SX Option,Unknown
Mercedes-Benz New C-Class 220 CDI AT,Delhi,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1351000.0,12,Mercedes-Benz,New C-Class 220 CDI AT,Unknown
Honda Amaze S i-Dtech,Kochi,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,543000.0,9,Honda,Amaze S i-Dtech,Unknown
Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,260000.0,14,Ford,Fiesta 1.4 Duratec EXI Limited Edition,Unknown
Hyundai i20 Magna Optional 1.2,Bangalore,445000,Petrol,Manual,First,18.5,1197.0,82.9,5.0,445000.0,11,Hyundai,i20 Magna Optional 1.2,Unknown
Maruti Alto 800 LXI,Kolkata,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,275000.0,7,Maruti,Alto 800 LXI,Unknown
BMW 5 Series 530i Sedan,Kolkata,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,875000.0,14,BMW,5 Series 530i Sedan,Unknown
Fiat Grande Punto 1.4 Emotion,Coimbatore,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,541000.0,9,Fiat,Grande Punto 1.4 Emotion,Unknown
Maruti Dzire AMT ZDI Plus,Kochi,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,855000.0000000001,6,Maruti,Dzire AMT ZDI Plus,Unknown
Mahindra XUV500 W6 2WD,Mumbai,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,825000.0,10,Mahindra,XUV500 W6 2WD,Unknown
Volvo XC90 2007-2015 D5 AT AWD,Kochi,102001,Diesel,Automatic,First,11.1,2400.0,200.0,7.0,2358000.0,10,Volvo,XC90 2007-2015 D5 AT AWD,Unknown
Hyundai i10 Sportz 1.2,Coimbatore,47439,Petrol,Manual,First,20.36,1197.0,78.9,5.0,449000.0,10,Hyundai,i10 Sportz 1.2,Unknown
Toyota Fortuner 3.0 Diesel,Hyderabad,193254,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1299000.0,14,Toyota,Fortuner 3.0 Diesel,Unknown
Tata Nano XTA,Bangalore,29000,Petrol,Automatic,First,21.9,624.0,37.48,4.0,280000.0,8,Tata,Nano XTA,Unknown
Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,51681,Diesel,Manual,First,19.98,1461.0,108.5,8.0,843000.0,8,Renault,Lodgy 110PS RxZ 8 Seater,Unknown
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,50000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4750000.0,9,Audi,Q7 3.0 TDI Quattro Premium Plus,Unknown
Honda City i VTEC CVT VX,Mumbai,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,894999.9999999999,8,Honda,City i VTEC CVT VX,Unknown
Renault Duster 110PS Diesel RxL,Jaipur,65000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,550000.0,11,Renault,Duster 110PS Diesel RxL,Unknown
Honda Amaze S i-VTEC,Jaipur,18776,Petrol,Manual,First,17.8,1198.0,86.7,5.0,475000.0,10,Honda,Amaze S i-VTEC,Unknown
Honda Amaze S i-Vtech,Jaipur,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,475000.0,8,Honda,Amaze S i-Vtech,Unknown
BMW 3 Series 320i,Pune,40000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,950000.0,15,BMW,3 Series 320i,Unknown
Maruti Ritz LDi,Coimbatore,88539,Diesel,Manual,First,23.2,1248.0,73.94,5.0,377000.0,13,Maruti,Ritz LDi,Unknown
Honda City 1.5 S MT,Delhi,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,425000.0,12,Honda,City 1.5 S MT,Unknown
BMW 3 Series 320d Sport Line,Mumbai,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,1989999.9999999998,10,BMW,3 Series 320d Sport Line,Unknown
